code,date,time,min,max
TICHTHIEN,2017-05-18,17:10:00|11:58:00,0.0,0.0
TICHTHIEN,2017-05-19,18:15:00|11:50:00,0.0,0.0
TICHTHIEN,2017-05-20,6:30:00|13:15:00,0.0,0.0
TICHTHIEN,2017-05-21,7:25:00|13:40:00,0.0,0.0
TICHTHIEN,2017-05-22,8:20:00|14:15:00,0.0,0.0
TICHTHIEN,2017-05-23,9:30:00|15:20:00,0.0,0.0
TICHTHIEN,2017-05-24,10:10:00|16:45:00,0.0,0.0
TICHTHIEN,2017-05-25,11:15:00|17:30:00,0.0,0.0
TICHTHIEN,2017-05-26,11:48:00|17:40:00,0.0,0.0
TICHTHIEN,2017-05-27,11:50:00|17:55:00,0.0,0.0
TICHTHIEN,2017-05-28,10:30:00|14:40:00,0.0,0.0
TICHTHIEN,2017-05-29,6:25:00|15:10:00,0.0,0.0
TICHTHIEN,2017-05-30,7:30:00|15:20:00,0.0,0.0
TICHTHIEN,2017-05-31,8:30:00|16:30:00,0.0,0.0
